SOURCE	TARGET	COUNT	BASE
תמהונים	תימהונים	8	0
כתמהונים	כתימהונים	1	8
תמהונית	תימהונית	1	0
תסע	תיסע	10	0
שתסע	שתיסע	2	10
תסעי	תיסעי	7	0
תעוד	תיעוד	67	0
בתעוד	בתיעוד	22	67
התעוד	התיעוד	16	67
ותעוד	ותיעוד	3	67
כתעוד	כתיעוד	1	67
לתעוד	לתיעוד	10	67
מתעוד	מתיעוד	2	67
שתעוד	שתיעוד	1	67
תערך	תיערך	41	0
ותערך	ותיערך	3	41
שתערך	שתיערך	2	41
תעשיה	תעשייה	15	0
בתעשיה	בתעשייה	1	15
התעשיה	התעשייה	6	15
לתעשיה	לתעשייה	1	15
תעשייתים	תעשייתיים	6	0
התעשייתים	התעשייתיים	4	6
התעשיתיים	התעשייתיים	1	0
תפול	תיפול	33	0
ותפול	ותיפול	6	33
תקוה	תקווה	26	0
בתקוה	בתקווה	1	26
לתקוה	לתקווה	2	26
מתקוה	מתקווה	1	26
תקח	תיקח	123	0
ותקח	ותיקח	11	123
שתקח	שתיקח	7	123
כשתקח	כשתיקח	1	123
תקפן	תוקפן	3	0
תרגע	תירגע	140	0
ותרגע	ותירגע	1	140
שתרגע	שתירגע	5	140
כשתרגע	כשתירגע	1	140
תרגעי	תירגעי	10	0
תרוצים	תירוצים	67	0
התרוצים	התירוצים	6	67
ותרוצים	ותירוצים	5	67
לתרוצים	לתירוצים	1	67
מתרוצים	מתירוצים	2	67
והתרוצים	והתירוצים	1	67
מהתרוצים	מהתירוצים	1	67
תרשם	תירשם	26	0
ותרשם	ותירשם	5	26
שתרשם	שתירשם	5	26
תשאר	תישאר	398	0
ותשאר	ותישאר	10	398
שתשאר	שתישאר	33	398
ושתשאר	ושתישאר	1	398
תתן	תיתן	623	0
ותתן	ותיתן	64	623
שתתן	שתיתן	90	623
ושתתן	ושתיתן	2	623
תתנו	תיתנו	384	0
ותתנו	ותיתנו	29	384
שתתנו	שתיתנו	43	384
ושתתנו	ושתיתנו	1	384
תתני	תיתני	292	0
ותתני	ותיתני	18	292
שתתני	שתיתני	90	292
תתקל	תיתקל	29	0
ותתקל	ותיתקל	3	29
שתתקל	שתיתקל	3	29
אברמוביץ	אברמוביץ'	103	0
ואברמוביץ	ואברמוביץ'	3	103
לאברמוביץ	לאברמוביץ'	3	103
אהרונוביץ	אהרונוביץ'	1206	0
ואהרונוביץ	ואהרונוביץ'	2	1206
לאהרונוביץ	לאהרונוביץ'	3	1206
שאהרונוביץ	שאהרונוביץ'	3	1206
לאוברדראפט	לאוברדרפט	1	0
אוה	אווה	1847	0
באוה	באווה	61	1847
ואוה	ואווה	55	1847
כאוה	כאווה	9	1847
לאוה	לאווה	37	1847
מאוה	מאווה	21	1847
שאוה	שאווה	151	1847
ובאוה	ובאווה	6	1847
ולאוה	ולאווה	7	1847
ומאוה	ומאווה	1	1847
ושאוה	ושאווה	1	1847
ואוטוסטראדה	ואוטוסטרדה	1	0
אוקי	אוקיי	184	0
אוקיינוס	אוקיאנוס	202	0
באוקיינוס	באוקיאנוס	178	202
האוקיינוס	האוקיאנוס	457	202
ואוקיינוס	ואוקיאנוס	5	202
כאוקיינוס	כאוקיאנוס	2	202
לאוקיינוס	לאוקיאנוס	145	202
מאוקיינוס	מאוקיאנוס	6	202
שאוקיינוס	שאוקיאנוס	1	202
ובאוקיינוס	ובאוקיאנוס	4	202
והאוקיינוס	והאוקיאנוס	8	202
ולאוקיינוס	ולאוקיאנוס	1	202
שבאוקיינוס	שבאוקיאנוס	5	202
שהאוקיינוס	שהאוקיאנוס	10	202
כשהאוקיינוס	כשהאוקיאנוס	1	202
מהאוקיינוס	מהאוקיאנוס	45	202
אוקיינוסי	אוקיאנוסי	1	0
אוקיינוסים	אוקיאנוסים	78	0
באוקיינוסים	באוקיאנוסים	44	78
האוקיינוסים	האוקיאנוסים	100	78
ואוקיינוסים	ואוקיאנוסים	8	78
לאוקיינוסים	לאוקיאנוסים	12	78
מאוקיינוסים	מאוקיאנוסים	1	78
והאוקיינוסים	והאוקיאנוסים	5	78
שבאוקיינוסים	שבאוקיאנוסים	1	78
שהאוקיינוסים	שהאוקיאנוסים	3	78
מהאוקיינוסים	מהאוקיאנוסים	7	78
אידיאה	אידאה	263	0
באידיאה	באידאה	36	263
האידיאה	האידאה	482	263
ואידיאה	ואידאה	14	263
כאידיאה	כאידאה	23	263
לאידיאה	לאידאה	46	263
מאידיאה	מאידאה	2	263
שאידיאה	שאידאה	1	263
ובאידיאה	ובאידאה	1	263
והאידיאה	והאידאה	23	263
ולאידיאה	ולאידאה	2	263
שהאידיאה	שהאידאה	34	263
כשהאידיאה	כשהאידאה	1	263
וכשהאידיאה	וכשהאידאה	1	263
מהאידיאה	מהאידאה	19	263
אידיאות	אידאות	36	0
באידיאות	באידאות	4	36
האידיאות	האידאות	96	36
ואידיאות	ואידאות	2	36
לאידיאות	לאידאות	5	36
והאידיאות	והאידאות	5	36
שהאידיאות	שהאידאות	1	36
אידישע	יידישה	1	0
איזנברג	אייזנברג	26	0
ואיזנברג	ואייזנברג	1	26
לאיזנברג	לאייזנברג	1	26
איזנקוט	אייזנקוט	1384	0
באיזנקוט	באייזנקוט	2	1384
ואיזנקוט	ואייזנקוט	53	1384
לאיזנקוט	לאייזנקוט	1	1384
שאיזנקוט	שאייזנקוט	2	1384
איצקוביץ	איצקוביץ'	33	0
באיצקוביץ	באיצקוביץ'	1	33
ובאיצקוביץ	ובאיצקוביץ'	1	33
אלבאמה	אלבמה	26	0
באלבאמה	באלבמה	13	26
ואלבאמה	ואלבמה	2	26
לאלבאמה	לאלבמה	2	26
מאלבאמה	מאלבמה	6	26
ובאלבאמה	ובאלבמה	1	26
אלביס	אלוויס	8	0
שאלביס	שאלוויס	1	8
אלוביץ	אלוביץ'	19	0
לאלוביץ	לאלוביץ'	3	19
אליזבט	אליזבת	20	0
אלייאנס	אליאנס	1	0
אמאזון	אמזון	66	0
באמאזון	באמזון	8	66
ואמאזון	ואמזון	9	66
לאמאזון	לאמזון	3	66
מאמאזון	מאמזון	1	66
שאמאזון	שאמזון	10	66
שבאמאזון	שבאמזון	1	66
שכשאמאזון	שכשאמזון	1	66
באמזונאס	באמזונס	5	0
לאמזונאס	לאמזונס	1	0
אמסטרדאם	אמסטרדם	3	0
שאמסטרדאם	שאמסטרדם	1	3
אנדרי	אנדריי	452	0
באנדרי	באנדריי	3	452
ואנדרי	ואנדריי	26	452
לאנדרי	לאנדריי	6	452
מאנדרי	מאנדריי	1	452
שאנדרי	שאנדריי	7	452
ומאנדרי	ומאנדריי	1	452
אנדריאה	אנדראה	22	0
ואנדריאה	ואנדראה	1	22
אנדריאוטי	אנדראוטי	2	0
ואנדריאוטי	ואנדראוטי	1	2
אנדריאס	אנדראס	26	0
ואנדריאס	ואנדראס	3	26
לאנדריאס	לאנדראס	1	26
אנטריקוט	אנטרקוט	29	0
האנטריקוט	האנטרקוט	7	29
ואנטריקוט	ואנטרקוט	1	29
לאנטריקוט	לאנטרקוט	1	29
אנטרקטיקה	אנטארקטיקה	7	0
באנטרקטיקה	באנטארקטיקה	7	7
ואנטרקטיקה	ואנטארקטיקה	2	7
מאנטרקטיקה	מאנטארקטיקה	2	7
שבאנטרקטיקה	שבאנטארקטיקה	1	7
אנטרקס	אנתרקס	7	0
באנטרקס	באנתרקס	1	7
האנטרקס	האנתרקס	2	7
אנילביץ	אנילביץ'	1	0
אסבסט	אזבסט	52	0
באסבסט	באזבסט	7	52
האסבסט	האזבסט	8	52
ואסבסט	ואזבסט	2	52
לאסבסט	לאזבסט	1	52
מאסבסט	מאזבסט	2	52
והאסבסט	והאזבסט	1	52
אסבסטונים	אזבסטונים	2	0
האסבסטונים	האזבסטונים	2	2
אפגניסטאן	אפגניסטן	2	0
באפגניסטאן	באפגניסטן	4	2
אקו-סיסטם	אקוסיסטם	323	0
באקו-סיסטם	באקוסיסטם	90	323
האקו-סיסטם	האקוסיסטם	285	323
ואקו-סיסטם	ואקוסיסטם	12	323
כאקו-סיסטם	כאקוסיסטם	8	323
לאקו-סיסטם	לאקוסיסטם	59	323
מאקו-סיסטם	מאקוסיסטם	4	323
שאקו-סיסטם	שאקוסיסטם	3	323
והאקו-סיסטם	והאקוסיסטם	18	323
ולאקו-סיסטם	ולאקוסיסטם	1	323
שבאקו-סיסטם	שבאקוסיסטם	3	323
שהאקו-סיסטם	שהאקוסיסטם	14	323
כשהאקו-סיסטם	כשהאקוסיסטם	1	323
מהאקו-סיסטם	מהאקוסיסטם	38	323
אקוואדור	אקואדור	7	0
באקוואדור	באקואדור	3	7
לאקוואדור	לאקואדור	1	7
מאקוואדור	מאקואדור	1	7
אקוודור	אקואדור	24	0
באקוודור	באקואדור	5	24
ואקוודור	ואקואדור	1	24
לאקוודור	לאקואדור	1	24
מאקוודור	מאקואדור	4	24
אריתריאה	אריתראה	233	0
באריתריאה	באריתראה	84	233
ואריתריאה	ואריתראה	24	233
לאריתריאה	לאריתראה	87	233
מאריתריאה	מאריתראה	129	233
שאריתריאה	שאריתראה	3	233
ובאריתריאה	ובאריתראה	7	233
ולאריתריאה	ולאריתראה	4	233
ומאריתריאה	ומאריתראה	14	233
שבאריתריאה	שבאריתראה	3	233
כשאריתריאה	כשאריתראה	1	233
ארכיאולוג	ארכאולוג	301	0
הארכיאולוג	הארכאולוג	100	301
וארכיאולוג	וארכאולוג	12	301
כארכיאולוג	כארכאולוג	31	301
לארכיאולוג	לארכאולוג	10	301
שארכיאולוג	שארכאולוג	2	301
והארכיאולוג	והארכאולוג	3	301
וכארכיאולוג	וכארכאולוג	1	301
שבארכיאולוג	שבארכאולוג	1	301
שהארכיאולוג	שהארכאולוג	14	301
שכשהארכיאולוג	שכשהארכאולוג	1	301
ארכיאולוגיה	ארכאולוגיה	585	0
בארכיאולוגיה	בארכאולוגיה	366	585
הארכיאולוגיה	הארכאולוגיה	401	585
וארכיאולוגיה	וארכאולוגיה	79	585
כארכיאולוגיה	כארכאולוגיה	1	585
לארכיאולוגיה	לארכאולוגיה	227	585
מארכיאולוגיה	מארכאולוגיה	10	585
שארכיאולוגיה	שארכאולוגיה	4	585
ובארכיאולוגיה	ובארכאולוגיה	9	585
והארכיאולוגיה	והארכאולוגיה	58	585
ולארכיאולוגיה	ולארכאולוגיה	9	585
שבארכיאולוגיה	שבארכאולוגיה	4	585
שהארכיאולוגיה	שהארכאולוגיה	30	585
כשהארכיאולוגיה	כשהארכאולוגיה	1	585
מהארכיאולוגיה	מהארכאולוגיה	28	585
ארמייה	ארמיה	10	0
בארמייה	בארמיה	5	10
הארמייה	הארמיה	65	10
לארמייה	לארמיה	3	10
שארמייה	שארמיה	1	10
והארמייה	והארמיה	2	10
מהארמייה	מהארמיה	1	10
באואר	באוור	53	0
בבאואר	בבאוור	1	53
ובאואר	ובאוור	6	53
לבאואר	לבאוור	1	53
שבאואר	שבאוור	3	53
בארדו	ברדו	1	0
בברלי	בוורלי	32	0
בבברלי	בבוורלי	7	32
לבברלי	לבוורלי	1	32
מבברלי	מבוורלי	5	32
בודאפסט	בודפשט	2	0
בבודאפסט	בבודפשט	1	2
מבודאפסט	מבודפשט	1	2
ובודאפשט	ובודפשט	1	0
לבודאפשט	לבודפשט	1	0
בודפסט	בודפשט	37	0
בבודפסט	בבודפשט	44	37
ובודפסט	ובודפשט	2	37
לבודפסט	לבודפשט	25	37
מבודפסט	מבודפשט	12	37
שבודפסט	שבודפשט	2	37
ובבודפסט	ובבודפשט	2	37
ולבודפסט	ולבודפשט	1	37
שבבודפסט	שבבודפשט	1	37
בוהר	בור	14	0
בבוהר	בבור	1	14
ובוהר	ובור	2	14
כבוהר	כבור	1	14
מבוהר	מבור	87	14
שבוהר	שבור	2	14
וכבוהר	וכבור	1	14
ומבוהר	ומבור	1	14
בוטסואנה	בוצואנה	6	0
בולשביזם	בולשוויזם	19	0
בבולשביזם	בבולשוויזם	2	19
הבולשביזם	הבולשוויזם	25	19
ובולשביזם	ובולשוויזם	1	19
לבולשביזם	לבולשוויזם	8	19
שבולשביזם	שבולשוויזם	1	19
והבולשביזם	והבולשוויזם	1	19
ולבולשביזם	ולבולשוויזם	1	19
שהבולשביזם	שהבולשוויזם	1	19
מהבולשביזם	מהבולשוויזם	1	19
בולשביק	בולשוויק	20	0
הבולשביק	הבולשוויק	5	20
והבולשביק	והבולשוויק	1	20
בומברדיה	בומברדייה	16	0
בוקאצ'ו	בוקצ'ו	6	0
בוקארסט	בוקרשט	2	0
בבוקארסט	בבוקרשט	1	2
בוקרסט	בוקרשט	24	0
בבוקרסט	בבוקרשט	35	24
ובוקרסט	ובוקרשט	1	24
לבוקרסט	לבוקרשט	11	24
מבוקרסט	מבוקרשט	3	24
ובבוקרסט	ובבוקרשט	1	24
ולבוקרסט	ולבוקרשט	1	24
בורוביץ	בורוביץ'	12	0
בורשטין	בורשטיין	1	0
בזל	באזל	166	0
בטרסה	בטראסה	1	0
בטרסות	בטראסות	15	0
ביורוקרט	בירוקרט	20	0
הביורוקרט	הבירוקרט	4	20
כביורוקרט	כבירוקרט	2	20
לביורוקרט	לבירוקרט	2	20
שהביורוקרט	שהבירוקרט	2	20
ביורוקרטיה	בירוקרטיה	1248	0
בביורוקרטיה	בבירוקרטיה	297	1248
הביורוקרטיה	הבירוקרטיה	1254	1248
וביורוקרטיה	ובירוקרטיה	97	1248
לביורוקרטיה	לבירוקרטיה	99	1248
מביורוקרטיה	מבירוקרטיה	24	1248
שביורוקרטיה	שבירוקרטיה	7	1248
ובביורוקרטיה	ובבירוקרטיה	13	1248
והביורוקרטיה	והבירוקרטיה	97	1248
ולביורוקרטיה	ולבירוקרטיה	6	1248
ומביורוקרטיה	ומבירוקרטיה	1	1248
שבביורוקרטיה	שבבירוקרטיה	2	1248
שהביורוקרטיה	שהבירוקרטיה	46	1248
כשהביורוקרטיה	כשהבירוקרטיה	3	1248
וכשביורוקרטיה	וכשבירוקרטיה	1	1248
מהביורוקרטיה	מהבירוקרטיה	27	1248
בייג'ין	בייג'ינג	77	0
בבייג'ין	בבייג'ינג	91	77
ובייג'ין	ובייג'ינג	7	77
לבייג'ין	לבייג'ינג	20	77
מבייג'ין	מבייג'ינג	10	77
שבייג'ין	שבייג'ינג	2	77
ובבייג'ין	ובבייג'ינג	5	77
שבבייג'ין	שבבייג'ינג	1	77
בילינסון	ביילינסון	53	0
בבילינסון	בביילינסון	33	53
ובילינסון	וביילינסון	2	53
לבילינסון	לביילינסון	10	53
מבילינסון	מביילינסון	2	53
ובבילינסון	ובביילינסון	1	53
ולבילינסון	ולביילינסון	1	53
בילסקי	ביילסקי	1995	0
ובילסקי	וביילסקי	11	1995
לבילסקי	לביילסקי	15	1995
מבילסקי	מביילסקי	1	1995
שבילסקי	שביילסקי	10	1995
שכשבילסקי	שכשביילסקי	1	1995
ביניש	בייניש	21	0
וביניש	ובייניש	2	21
שביניש	שבייניש	1	21
ביסמארק	ביסמרק	16	0
שביסמארק	שביסמרק	4	16
בירמינגהם	ברמינגהם	1	0
בבירמינגהם	בברמינגהם	2	1
בלאגן	בלגן	2572	0
בבלאגן	בבלגן	135	2572
הבלאגן	הבלגן	904	2572
ובלאגן	ובלגן	140	2572
כבלאגן	כבלגן	3	2572
לבלאגן	לבלגן	71	2572
מבלאגן	מבלגן	9	2572
שבלאגן	שבלגן	6	2572
ובבלאגן	ובבלגן	2	2572
והבלאגן	והבלגן	69	2572
ולבלאגן	ולבלגן	4	2572
שהבלאגן	שהבלגן	16	2572
כשהבלאגן	כשהבלגן	1	2572
מהבלאגן	מהבלגן	28	2572
בלאגנים	בלגנים	333	0
בבלאגנים	בבלגנים	9	333
הבלאגנים	הבלגנים	58	333
ובלאגנים	ובלגנים	50	333
לבלאגנים	לבלגנים	5	333
שבלאגנים	שבלגנים	2	333
והבלאגנים	והבלגנים	10	333
ולבלאגנים	ולבלגנים	1	333
מהבלאגנים	מהבלגנים	1	333
בלאק	בלק	712	0
בבלאק	בבלק	4	712
ובלאק	ובלק	34	712
כבלאק	כבלק	1	712
לבלאק	לבלק	29	712
שבלאק	שבלק	37	712
ובבלאק	ובבלק	1	712
שבבלאק	שבבלק	1	712
כשבלאק	כשבלק	5	712
בלגאן	בלגן	4	0
בלגראד	בלגרד	1	0
בלינסון	ביילינסון	49	0
בבלינסון	בביילינסון	17	49
ובלינסון	וביילינסון	3	49
לבלינסון	לביילינסון	5	49
מבלינסון	מביילינסון	1	49
שבבלינסון	שבביילינסון	1	49
בלפאסט	בלפסט	10	0
בבלפאסט	בבלפסט	3	10
לבלפאסט	לבלפסט	1	10
מבלפאסט	מבלפסט	1	10
שבבלפאסט	שבבלפסט	1	10
בלרוס	בלארוס	39	0
בבלרוס	בבלארוס	21	39
ובלרוס	ובלארוס	6	39
מבלרוס	מבלארוס	12	39
שבלרוס	שבלארוס	1	39
ובבלרוס	ובבלארוס	1	39
ומבלרוס	ומבלארוס	3	39
שבבלרוס	שבבלארוס	1	39
בסקלר	בסקלאר	1758	0
בעלז	בלז	71	0
בבעלז	בבלז	2	71
מבעלז	מבלז	29	71
מבעלזא	מבלז	1	0
בקהאם	בקהם	1	0
ובקהאם	ובקהם	1	1
בקינגהאם	בקינגהם	7	0
